Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
CAMK2G	ENST00000351293.3	calcium/calmodulin-dependent protein kinase II gamma 	14	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.12	0.78	2005, 2007, 2009, 2011
MNX1	ENST00000252971.6	motor neuron and pancreas homeobox 1 	887	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.12	0.48	2009, 2011
MBNL2	ENST00000345429.6	muscleblind-like splicing regulator 2 	34	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.20	0.17	2005, 2007, 2009, 2011
BMF	ENST00000220446.4	Bcl2 modifying factor 	179	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.16	0.52	2009, 2011
DR1	ENST00000370272.4	down-regulator of transcription 1, TBP-binding (negative cofactor 2) 	2994	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.12	-0.16	0.77	
KMT2C	ENST00000262189.6	lysine (K)-specific methyltransferase 2C 	417	2	1	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.12	-0.12	0.86	2007, 2009, 2011
SLC35F1	ENST00000360388.4	solute carrier family 35, member F1 	56	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.12	-0.12	0.72	2009, 2011
PLA2G4A	ENST00000367466.3	phospholipase A2, group IVA (cytosolic, calcium-dependent) 	75	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.12	-0.18	0.34	
AKAP5	ENST00000394718.4	A kinase (PRKA) anchor protein 5 	75	1	0	1	0	3	0	2	1	2	hsa-miR-181c-5p	-0.12	-0.13	0.29	
RALA	ENST00000005257.2	v-ral simian leukemia viral oncogene homolog A (ras related) 	21	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.12	0.28	2005, 2007, 2009, 2011
RNF150	ENST00000515673.2	ring finger protein 150 	518	1	1	0	0	1	1	0	0	2	hsa-miR-181a-5p	-0.12	-0.15	0.76	
PALM2	ENST00000448454.2	paralemmin 2 	35	2	2	0	0	2	0	0	2	2	hsa-miR-181a-5p	-0.12	-0.14	0.83	2007, 2009, 2011
MTF2	ENST00000370298.4	metal response element binding transcription factor 2 	653	2	0	2	0	0	0	0	0	1	hsa-miR-181a-5p	-0.12	-0.31	0.90	2009, 2011
CBFA2T3	ENST00000327483.5	core-binding factor, runt domain, alpha subunit 2; translocated to, 3 	7	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.18	0.76	2005, 2007, 2009, 2011
MIP	ENST00000257979.4	major intrinsic protein of lens fiber 	5	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.12	-0.12	0.55	2007, 2011
SLC35A3	ENST00000465289.1	solute carrier family 35 (UDP-N-acetylglucosamine (UDP-GlcNAc) transporter), member A3 	191	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.12	-0.23	0.43	
KCNQ5	ENST00000370398.1	potassium voltage-gated channel, KQT-like subfamily, member 5 	50	2	1	1	0	1	0	1	0	4	hsa-miR-181d-5p	-0.12	-0.12	0.56	2011
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	1	0	0	1	1	0	1	0	2	hsa-miR-181a-5p	-0.12	-0.12	0.55	2005, 2007, 2009, 2011
HIPK2	ENST00000406875.3	homeodomain interacting protein kinase 2 	48	1	0	0	1	2	0	1	1	4	hsa-miR-181d-5p	-0.12	-0.12	0.53	2009, 2011
GCNT2	ENST00000316170.3	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group) 	651	1	0	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.12	-0.12	0.73	2009, 2011
DSC1	ENST00000257197.3	desmocollin 1 	7	1	1	0	0	2	1	0	1	1	hsa-miR-181c-5p	-0.12	-0.18	< 0.1	
PTGR2	ENST00000555661.1	prostaglandin reductase 2 	244	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.12	-0.22	0.25	2011
KLHL29	ENST00000486442.1	kelch-like family member 29 	414	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.12	0.65	2011
PLCXD3	ENST00000377801.3	phosphatidylinositol-specific phospholipase C, X domain containing 3 	81	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.12	-0.12	0.38	2009, 2011
MTMR9	ENST00000221086.3	myotubularin related protein 9 	400	1	0	1	0	0	0	0	0	2	hsa-miR-181d-5p	-0.12	-0.17	0.78	2005, 2007, 2009, 2011
PDE5A	ENST00000354960.3	phosphodiesterase 5A, cGMP-specific 	69	2	0	2	0	2	0	2	0	3	hsa-miR-181b-5p	-0.12	-0.31	0.92	2009, 2011
ADCY9	ENST00000294016.3	adenylate cyclase 9 	166	2	0	1	1	1	0	1	0	0	hsa-miR-181a-5p	-0.12	-0.16	0.89	2005, 2007, 2009, 2011
RFX2	ENST00000303657.5	regulatory factor X, 2 (influences HLA class II expression) 	148	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.12	-0.18	0.38	
RASSF8	ENST00000541490.1	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8 	1290	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.12	-0.12	0.78	2011
UNC80	ENST00000439458.1	unc-80 homolog (C. elegans) 	5	2	1	1	0	1	0	0	1	1	hsa-miR-181d-5p	-0.12	-0.12	0.77	2011
GOLGA1	ENST00000373555.4	golgin A1 	334	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.12	-0.12	0.39	2005, 2007, 2009, 2011
BNC2	ENST00000380672.4	basonuclin 2 	770	1	0	0	1	1	0	1	0	1	hsa-miR-181d-5p	-0.12	-0.14	0.48	2005, 2007, 2009, 2011
GJA9	ENST00000454994.2	gap junction protein, alpha 9, 59kDa 	85	1	0	0	1	0	0	0	0	2	hsa-miR-181d-5p	-0.12	-0.17	0.48	
CPT1A	ENST00000265641.5	carnitine palmitoyltransferase 1A (liver) 	869	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.12	-0.12	0.67	2011
NRAS	ENST00000369535.4	neuroblastoma RAS viral (v-ras) oncogene homolog 	551	1	0	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.12	-0.24	0.31	
ABI3BP	ENST00000471714.1	ABI family, member 3 (NESH) binding protein 	18	1	1	0	0	1	0	1	0	1	hsa-miR-181a-5p	-0.12	-0.12	< 0.1	2005, 2007, 2009, 2011
SLC2A14	ENST00000340749.5	solute carrier family 2 (facilitated glucose transporter), member 14 	14	2	2	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.11	-0.35	0.12	
ATP11C	ENST00000327569.3	ATPase, class VI, type 11C 	590	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.11	-0.12	0.48	2005, 2007, 2009, 2011
MEF2A	ENST00000354410.5	myocyte enhancer factor 2A 	654	2	0	2	0	0	0	0	0	1	hsa-miR-181a-5p	-0.11	-0.17	0.91	2011
CARD10	ENST00000403299.1	caspase recruitment domain family, member 10 	65	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.35	
RFX3	ENST00000382004.3	regulatory factor X, 3 (influences HLA class II expression) 	37	2	0	0	2	1	0	0	1	0	hsa-miR-181a-5p	-0.11	-0.16	0.71	
CHRM3	ENST00000255380.4	cholinergic receptor, muscarinic 3 	47	2	0	2	0	1	0	1	0	1	hsa-miR-181a-5p	-0.11	-0.16	0.66	
SLC35F3	ENST00000366618.3	solute carrier family 35, member F3 	5	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.11	-0.11	0.39	
ATP2A2	ENST00000395494.2	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2 	2042	1	0	1	0	2	0	2	0	0	hsa-miR-181a-5p	-0.11	-0.12	0.53	2005, 2007, 2011
PACS2	ENST00000447393.1	phosphofurin acidic cluster sorting protein 2 	234	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.61	2009, 2011
TADA2B	ENST00000310074.7	transcriptional adaptor 2B 	38	1	1	0	0	1	0	0	1	1	hsa-miR-181a-5p	-0.11	-0.47	0.83	2009, 2011
SPAG9	ENST00000262013.7	sperm associated antigen 9 	509	1	0	0	1	2	1	0	1	2	hsa-miR-181b-5p	-0.11	-0.16	0.53	2011
FGD4	ENST00000427716.2	FYVE, RhoGEF and PH domain containing 4 	38	1	1	0	0	3	0	0	3	2	hsa-miR-181b-5p	-0.11	-0.18	0.81	2011
NOL4	ENST00000261592.5	nucleolar protein 4 	12	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.73	2007, 2009, 2011
MEX3B	ENST00000558133.1	mex-3 RNA binding family member B 	1401	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.57	2005, 2007, 2011
AFG3L2	ENST00000269143.3	AFG3 ATPase family member 3-like 2 (S. cerevisiae) 	498	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.11	-0.50	0.74	2011
SEPT11	ENST00000264893.6	septin 11 	515	1	0	1	0	0	0	0	0	1	hsa-miR-181c-5p	-0.11	-0.11	0.58	2009, 2011
SLC25A53	ENST00000357421.4	solute carrier family 25, member 53 	15	1	0	1	0	0	0	0	0	0	hsa-miR-181d-5p	-0.11	-0.11	0.75	2011
PDIK1L	ENST00000374271.4	PDLIM1 interacting kinase 1 like 	5	1	0	1	0	1	0	0	1	1	hsa-miR-181a-5p	-0.11	-0.11	0.53	2009, 2011
NRP1	ENST00000374875.1	neuropilin 1 	586	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.42	2009, 2011
BAZ1A	ENST00000358716.4	bromodomain adjacent to zinc finger domain, 1A 	144	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.40	
KCNJ10	ENST00000368089.3	potassium inwardly-rectifying channel, subfamily J, member 10 	5	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.11	-0.11	0.14	2009, 2011
KREMEN1	ENST00000400335.4	kringle containing transmembrane protein 1 	606	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.11	-0.11	0.52	2009, 2011
SOCS4	ENST00000395472.2	suppressor of cytokine signaling 4 	336	1	0	1	0	2	0	1	1	1	hsa-miR-181d-5p	-0.11	-0.21	0.29	2011
STAU1	ENST00000371828.3	staufen double-stranded RNA binding protein 1 	826	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.13	0.47	2011
TLK2	ENST00000582809.1	tousled-like kinase 2 	5	1	1	0	0	0	0	0	0	2	hsa-miR-181a-5p	-0.11	-0.11	< 0.1	2009, 2011
PHF15	ENST00000402835.1	PHD finger protein 15 	387	1	0	1	0	1	0	0	1	0	hsa-miR-181b-5p	-0.11	-0.16	0.84	2005, 2007, 2009, 2011
ZNF236	ENST00000253159.8	zinc finger protein 236 	60	1	0	1	0	1	0	0	1	1	hsa-miR-181a-5p	-0.11	-0.14	0.62	2009, 2011
EPHA7	ENST00000369303.4	EPH receptor A7 	213	1	0	0	1	1	0	0	1	1	hsa-miR-181c-5p	-0.11	-0.18	0.51	2005, 2007
CDC27	ENST00000066544.3	cell division cycle 27 	438	1	0	0	1	0	0	0	0	1	hsa-miR-181a-5p	-0.11	-0.14	0.50	2009, 2011
YTHDC2	ENST00000161863.4	YTH domain containing 2 	463	1	1	0	0	0	0	0	0	0	hsa-miR-181d-5p	-0.11	-0.25	0.24	2009, 2011
MTX3	ENST00000509852.1	metaxin 3 	304	1	0	1	0	2	1	1	0	1	hsa-miR-181d-5p	-0.11	-0.11	0.78	2009, 2011
CCDC92	ENST00000238156.3	coiled-coil domain containing 92 	105	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.11	-0.15	0.52	2011
ACSL6	ENST00000379264.2	acyl-CoA synthetase long-chain family member 6 	7	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.14	0.78	
SPTY2D1	ENST00000336349.5	SPT2, Suppressor of Ty, domain containing 1 (S. cerevisiae) 	241	1	0	0	1	1	0	1	0	1	hsa-miR-181d-5p	-0.11	-0.15	0.56	2009, 2011
SENP2	ENST00000296257.5	SUMO1/sentrin/SMT3 specific peptidase 2 	1693	1	0	1	0	2	0	1	1	2	hsa-miR-181c-5p	-0.11	-0.14	0.77	2005, 2007
SCAI	ENST00000336505.6	suppressor of cancer cell invasion 	74	1	0	1	0	2	0	1	1	2	hsa-miR-181c-5p	-0.11	-0.17	0.28	2011
SEPT3	ENST00000396425.3	septin 3 	241	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.11	-0.11	0.65	2005, 2007, 2009, 2011
MAB21L2	ENST00000317605.4	mab-21-like 2 (C. elegans) 	63	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.57	2009, 2011
RECK	ENST00000377966.3	reversion-inducing-cysteine-rich protein with kazal motifs 	10	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.11	-0.11	0.46	2007, 2009, 2011
SYNE1	ENST00000367255.5	spectrin repeat containing, nuclear envelope 1 	144	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.23	2005, 2007
SLAIN2	ENST00000264313.6	SLAIN motif family, member 2 	859	3	1	2	0	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.42	0.95	2009, 2011
ESR1	ENST00000440973.1	estrogen receptor 1 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.11	-0.11	0.76	2005, 2007, 2009, 2011
ZEB1	ENST00000361642.5	zinc finger E-box binding homeobox 1 	59	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.11	0.47	
PEAK1	ENST00000312493.4	pseudopodium-enriched atypical kinase 1 	209	2	1	1	0	1	0	1	0	2	hsa-miR-181a-5p	-0.11	-0.12	0.79	2009, 2011
NR2C2	ENST00000425241.1	nuclear receptor subfamily 2, group C, member 2 	227	1	1	0	0	2	0	1	1	0	hsa-miR-181a-5p	-0.11	-0.16	0.76	2007, 2009, 2011
SUDS3	ENST00000397564.2	suppressor of defective silencing 3 homolog (S. cerevisiae) 	224	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.11	-0.18	0.55	2009, 2011
CD2AP	ENST00000359314.5	CD2-associated protein 	145	1	1	0	0	0	0	0	0	2	hsa-miR-181b-5p	-0.11	-0.11	< 0.1	2005, 2007, 2009, 2011
MME	ENST00000460393.1	membrane metallo-endopeptidase 	37	1	0	1	0	1	1	0	0	0	hsa-miR-181d-5p	-0.11	-0.12	0.27	2011
GRM5	ENST00000418177.2	glutamate receptor, metabotropic 5 	5	1	1	0	0	1	0	1	0	1	hsa-miR-181c-5p	-0.10	-0.10	0.76	2005, 2007, 2009, 2011
HMX1	ENST00000400677.3	H6 family homeobox 1 	171	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.10	0.33	
EGR3	ENST00000519492.1	early growth response 3 	21	1	1	0	0	0	0	0	0	1	hsa-miR-181c-5p	-0.10	-0.14	0.26	2005, 2007, 2009, 2011
SLC25A25	ENST00000373069.5	solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25 	3454	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.10	-0.10	0.78	2005, 2007, 2009, 2011
AFAP1	ENST00000360265.4	actin filament associated protein 1 	1966	1	0	0	1	0	0	0	0	3	hsa-miR-181a-5p	-0.10	-0.12	0.53	2009, 2011
SMG7	ENST00000367537.3	SMG7 nonsense mediated mRNA decay factor 	305	1	0	0	1	0	0	0	0	1	hsa-miR-181c-5p	-0.10	-0.11	0.37	2007
FSD1L	ENST00000374710.3	fibronectin type III and SPRY domain containing 1-like 	16	1	0	1	0	3	0	3	0	1	hsa-miR-181b-5p	-0.10	-0.12	0.69	
FOXB1	ENST00000396057.4	forkhead box B1 	31	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.12	0.41	
ELN	ENST00000252034.7	elastin 	445	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.10	-0.10	0.44	2007, 2009, 2011
PARP2	ENST00000527915.1	poly (ADP-ribose) polymerase 2 	2959	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.10	ORF	
EPB41L3	ENST00000341928.2	erythrocyte membrane protein band 4.1-like 3 	179	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.14	0.34	2009, 2011
SLC9A6	ENST00000370698.3	solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6 	547	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.10	0.40	2005, 2007, 2009, 2011
FNBP4	ENST00000263773.5	formin binding protein 4 	91	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.10	< 0.1	2009, 2011
ELP4	ENST00000395934.2	elongator acetyltransferase complex subunit 4 	282	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.10	-0.13	0.61	
SMAD7	ENST00000262158.2	SMAD family member 7 	142	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.10	-0.11	0.78	2005, 2007, 2009, 2011
RANBP3	ENST00000439268.2	RAN binding protein 3 	908	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.10	0.77	2009, 2011
ADAMTS18	ENST00000282849.5	ADAM metallopeptidase with thrombospondin type 1 motif, 18 	7	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.10	0.70	2005, 2007, 2009, 2011
PDK4	ENST00000005178.5	pyruvate dehydrogenase kinase, isozyme 4 	5549	1	0	1	0	0	0	0	0	0	hsa-miR-181b-5p	-0.10	-0.10	0.38	2005, 2007
PJA2	ENST00000361189.2	praja ring finger 2, E3 ubiquitin protein ligase 	220	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.11	0.64	2009, 2011
SLC8A1	ENST00000406785.2	solute carrier family 8 (sodium/calcium exchanger), member 1 	61	2	1	1	0	3	0	1	2	5	hsa-miR-181a-5p	-0.10	-0.49	0.86	
FNIP2	ENST00000264433.6	folliculin interacting protein 2 	266	2	1	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.10	-0.16	0.82	
LIN7C	ENST00000278193.2	lin-7 homolog C (C. elegans) 	1701	1	0	1	0	0	0	0	0	1	hsa-miR-181d-5p	-0.10	-0.11	0.59	2005, 2007, 2009, 2011
ZC3H6	ENST00000343936.4	zinc finger CCCH-type containing 6 	10	1	0	1	0	1	0	1	0	1	hsa-miR-181b-5p	-0.10	-0.10	0.74	2007, 2009, 2011
ZMYND11	ENST00000381591.1	zinc finger, MYND-type containing 11 	43	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.10	-0.10	0.46	2009, 2011
YIPF4	ENST00000238831.4	Yip1 domain family, member 4 	3482	1	0	1	0	1	0	1	0	2	hsa-miR-181d-5p	-0.10	-0.17	0.61	
DOCK10	ENST00000409592.3	dedicator of cytokinesis 10 	19	1	0	1	0	1	0	1	0	0	hsa-miR-181d-5p	-0.10	-0.10	0.27	2005, 2007
KMT2A	ENST00000534358.1	lysine (K)-specific methyltransferase 2A 	1092	3	2	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.10	-0.10	0.95	2011
ATP8A1	ENST00000381668.5	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1 	48	1	0	1	0	2	0	1	1	0	hsa-miR-181a-5p	-0.10	-0.10	0.82	2009, 2011
PCSK1	ENST00000311106.3	proprotein convertase subtilisin/kexin type 1 	83	1	0	1	0	1	0	1	0	3	hsa-miR-181d-5p	-0.10	-0.20	0.78	2009, 2011
ATMIN	ENST00000299575.4	ATM interactor 	129	1	0	1	0	0	0	0	0	0	hsa-miR-181c-5p	-0.10	-0.10	0.78	2009, 2011
MBNL1	ENST00000357472.3	muscleblind-like splicing regulator 1 	135	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.10	-0.10	0.76	2009, 2011
FRYL	ENST00000503238.1	FRY-like 	276	2	0	0	2	0	0	0	0	1	hsa-miR-181b-5p	-0.10	-0.18	0.69	2007, 2011
CDX2	ENST00000381020.7	caudal type homeobox 2 	563	1	1	0	0	1	0	1	0	0	hsa-miR-181a-5p	-0.10	-0.12	0.73	2005, 2007, 2009, 2011
MED12L	ENST00000474524.1	mediator complex subunit 12-like 	30	1	0	1	0	2	0	2	0	0	hsa-miR-181c-5p	-0.10	-0.26	0.78	2011
GAD2	ENST00000376261.3	glutamate decarboxylase 2 (pancreatic islets and brain, 65kDa) 	5	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.10	-0.10	0.14	2011
HNRNPH1	ENST00000393432.4	heterogeneous nuclear ribonucleoprotein H1 (H) 	34	1	0	0	1	0	0	0	0	0	hsa-miR-181c-5p	-0.10	-0.10	ORF	2005, 2007
RAB3IL1	ENST00000394836.2	RAB3A interacting protein (rabin3)-like 1 	157	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.10	-0.10	0.43	2005, 2007, 2011
GRM1	ENST00000392299.2	glutamate receptor, metabotropic 1 	5	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.10	-0.10	< 0.1	2009
PGM2L1	ENST00000298198.4	phosphoglucomutase 2-like 1 	183	1	0	0	1	1	0	0	1	3	hsa-miR-181a-5p	-0.09	-0.12	0.44	
JAZF1	ENST00000283928.5	JAZF zinc finger 1 	869	1	1	0	0	0	0	0	0	1	hsa-miR-181a-5p	-0.09	-0.25	0.70	2005, 2007, 2009, 2011
KPNB1	ENST00000290158.4	karyopherin (importin) beta 1 	465	2	1	1	0	1	0	0	1	0	hsa-miR-181a-5p	-0.09	-0.10	0.84	2005, 2007, 2009, 2011
AVL9	ENST00000318709.4	AVL9 homolog (S. cerevisiase) 	246	1	0	1	0	2	0	2	0	1	hsa-miR-181d-5p	-0.09	-0.11	0.31	
PRKCE	ENST00000306156.3	protein kinase C, epsilon 	164	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.09	-0.09	0.76	2005, 2007, 2009, 2011
JARID2	ENST00000341776.2	jumonji, AT rich interactive domain 2 	199	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.72	2009, 2011
PLXNC1	ENST00000258526.4	plexin C1 	47	1	0	1	0	0	0	0	0	1	hsa-miR-181a-5p	-0.09	-0.09	0.71	
NCOA2	ENST00000452400.2	nuclear receptor coactivator 2 	271	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.71	2005, 2007, 2009, 2011
HAPLN1	ENST00000274341.4	hyaluronan and proteoglycan link protein 1 	5	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.66	2011
THAP1	ENST00000345117.2	THAP domain containing, apoptosis associated protein 1 	196	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.15	0.62	
NFAT5	ENST00000354436.2	nuclear factor of activated T-cells 5, tonicity-responsive 	128	1	0	1	0	2	0	2	0	1	hsa-miR-181a-5p	-0.09	-0.17	0.63	2005, 2007, 2009, 2011
ADAMTSL1	ENST00000380548.4	ADAMTS-like 1 	38	1	1	0	0	0	0	0	0	1	hsa-miR-181d-5p	-0.09	-0.13	0.67	2009, 2011
NSMAF	ENST00000038176.3	neutral sphingomyelinase (N-SMase) activation associated factor 	28	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.34	2005, 2007
TMEM181	ENST00000367090.3	transmembrane protein 181 	924	1	0	1	0	1	0	1	0	0	hsa-miR-181c-5p	-0.09	-0.09	0.22	
CDKL2	ENST00000429927.2	cyclin-dependent kinase-like 2 (CDC2-related kinase) 	7	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.45	2007, 2009, 2011
ATF2	ENST00000487334.2	activating transcription factor 2 	123	1	0	1	0	0	0	0	0	0	hsa-miR-181b-5p	-0.09	-0.15	0.72	
DESI2	ENST00000302550.11	desumoylating isopeptidase 2 	147	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.54	
RAPGEF2	ENST00000264431.4	Rap guanine nucleotide exchange factor (GEF) 2 	484	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.09	-0.09	0.48	2009, 2011
TMEM47	ENST00000275954.3	transmembrane protein 47 	129	1	1	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	< 0.1	2009, 2011
CTC-432M15.3	ENST00000514667.1	Folliculin-interacting protein 1  	38	1	0	0	1	0	0	0	0	0	hsa-miR-181d-5p	-0.09	-0.10	0.41	
PLXDC2	ENST00000377252.4	plexin domain containing 2 	506	2	1	1	0	0	0	0	0	3	hsa-miR-181b-5p	-0.09	-0.19	0.55	
TMX3	ENST00000299608.2	thioredoxin-related transmembrane protein 3 	348	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.09	-0.16	0.64	2009, 2011
GIGYF1	ENST00000275732.5	GRB10 interacting GYF protein 1 	5	3	3	0	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.93	2003, 2007, 2009, 2011
BACH2	ENST00000257749.4	BTB and CNC homology 1, basic leucine zipper transcription factor 2 	74	1	0	1	0	1	0	1	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.76	2005, 2007, 2009, 2011
HCN2	ENST00000251287.2	hyperpolarization activated cyclic nucleotide-gated potassium channel 2 	10	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.09	-0.09	0.58	2005, 2007, 2009, 2011
RASL10B	ENST00000268864.3	RAS-like, family 10, member B 	1495	1	0	0	1	0	0	0	0	2	hsa-miR-181a-5p	-0.09	-0.09	0.45	2011
GNG2	ENST00000556752.1	guanine nucleotide binding protein (G protein), gamma 2 	199	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.14	0.73	2009, 2011
MGAT2	ENST00000305386.2	mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase 	1470	1	0	0	1	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.20	0.48	2005, 2007
ZNF654	ENST00000309495.5	zinc finger protein 654 	456	1	0	1	0	0	0	0	0	2	hsa-miR-181c-5p	-0.09	-0.10	0.28	2009, 2011
CCP110	ENST00000381396.5	centriolar coiled coil protein 110kDa 	226	1	1	0	0	0	0	0	0	2	hsa-miR-181d-5p	-0.09	-0.09	< 0.1	2011
TUB	ENST00000305253.4	tubby bipartite transcription factor 	743	1	0	1	0	1	0	1	0	1	hsa-miR-181a-5p	-0.09	-0.09	0.43	2011
ESD	ENST00000378720.3	esterase D 	28	1	1	0	0	0	0	0	0	0	hsa-miR-181c-5p	-0.09	-0.33	< 0.1	
RGMA	ENST00000557420.1	RGM domain family, member A 	145	1	0	1	0	0	0	0	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.54	2005, 2007, 2009, 2011
TGFBR3	ENST00000212355.4	transforming growth factor, beta receptor III 	245	1	0	0	1	1	0	1	0	0	hsa-miR-181a-5p	-0.09	-0.09	0.61	2011
